,Provider,ProviderSegment,0
1624,Acxiom - International,10: Smartphone Switchers,17
1625,Oracle Data Marketplace,Ages 45-49,17
1626,Oracle Data Marketplace,Binge View Action/Adventure,17
1627,Oracle Data Marketplace,Beauty & Fashion,17
1628,Bombora,"Government > Towns, Cities & Municipalities",17
1629,LiveRamp Data Marketplace,Consultant,17
1630,Datonics,Home Insurance,17
1631,Oracle Data Marketplace,20 - 39 Manufacturing,17
1632,Acxiom,Home Equity Line of Credit (Financial),17
1633,Acxiom,International,17
1634,Zipline (i-Behavior),24 Hour Fitness - Likely,17
1635,LiveRamp Data Marketplace,Marines,17
1636,Webbula,Change Management,17
1637,Bombora,Government > State & Province,17
1638,Oracle Data Marketplace,Exercise,17
1639,Acxiom,Plasma TV,16
1640,Oracle Data Marketplace,Cat Food & Supplies,16
1641,Oracle Data Marketplace,Automotive Trade and Repair,16
1642,Acxiom,Web TV,16
1643,Zipline (i-Behavior),Ritz Carlton - Likely,16
1644,Oracle Data Marketplace,Automotive,16
1645,Zipline (i-Behavior),Ritz Carlton - Highly Likely,16
1646,Experian Standard,At-Home: Business Travelers/Sales Professionals,16
1647,Acxiom,Wide Screen TV,16
1648,Acxiom - International,MINI - average probability,16
1649,Acxiom,Internet Connected TV,16
1650,Lotame,Blog Readers [Prepackage],16
1651,AdAdvisor Audiences by Neustar,Automotive,16
1652,D&B,Research,16
1653,comScore,Reality,16
1654,AdAdvisor Audiences by Neustar,MICRO 6- Automotive Repair,16
1655,Acxiom - International,MINI - low probability,16
1656,Acxiom - International,MINI - high probability,16
1657,Oracle Data Marketplace,55-64%,16
1658,LiveRamp Data Marketplace,President-Level,16
1659,Acxiom,LED TV,16
1660,AdAdvisor Audiences by Neustar,"SMALL 14- Automotive Repair, Services, And Parking",16
1661,AdAdvisor Audiences by Neustar,Foreign Travel-Any Trip-Airline Last 3 Years: American,16
1662,Zipline (i-Behavior),Westin - Likely,16
1663,D&B,Admin,16
1664,AdAdvisor Audiences by Neustar,SOHO 12- General Automotive Services And Repair,16
1665,Lotame,Business Professionals,16
1666,Acxiom - International,Air Miles Credit Card,16
1667,Zipline (i-Behavior),Westin - Highly Likely,16
1668,Oracle Data Marketplace,Dog Food & Supplies,16
1669,Bombora,"Manufacturing > Computer Equipment, Hardware & Computer Storage",15
1670,Experian Standard,Subscription Boxes-Food,15
1671,Oracle Data Marketplace,Iams,15
1672,Experian Standard,Facebook,15
1673,Bombora,Manufacturing > Food & Beverage,15
1674,comScore,Retirement,15
1675,Experian Standard,Timeshare Vacation Rental,15
1676,Bombora,Manufacturing > Machinery,15
1677,Zipline (i-Behavior),Pet Smart - Highly Likely,15
1678,Zipline (i-Behavior),Pet Smart - Likely,15
1679,LiveRamp Data Marketplace,Large,15
1680,Bombora,Manufacturing,15
1681,Bombora,Manufacturing > Chemicals & Gases,15
1682,Acxiom,Bargain Shoppers,15
1683,LiveRamp Data Marketplace,B: 101 - 500,15
1684,Acxiom,Credit Card Holder - Unknown Type,15
1685,LiveRamp Data Marketplace,Work in Large Company,15
1686,D&B,B2B Predictive Analytics > Technology Purchase Intent > In Market for Servers,15
1687,D&B,B2B Job Function/Roles > Operations,15
1688,LiveRamp Data Marketplace,Work in Medium to Large Company,15
1689,LiveRamp Data Marketplace,A: 1 - 100,15
1690,Lotame,Age : 35-44 [PrePackage],15
1691,LiveRamp Data Marketplace,Extra Large,15
1692,Oracle Data Marketplace,Gaming Desktop and Laptop Computers (PC),15
1693,Zipline (i-Behavior),Pet Valu - Highly Likely,15
1694,LiveRamp Data Marketplace,Ownership & Board,15
1695,D&B,B2B Decision Makers (DM) > C-Level/C-Suite,15
1696,AdAdvisor Audiences by Neustar,Use Mobile Device From Apple with Carrier Verizon,15
1697,Oracle Data Marketplace,MINI,15
1698,LiveRamp Data Marketplace,Med to Large,15
1699,Oracle Data Marketplace,6-10 Years,15
1700,Oracle Data Marketplace,Government Professional,15
1701,Acxiom,New Domestic Vehicle Purchase Luxury,15
1702,Oracle Data Marketplace,South America,15
1703,Acxiom,Premium Luxury Car,15
1704,Oracle Data Marketplace,Family Restaurants,15
1705,Who2 by NetWise,Information Technology - Database & DP,15
1706,LiveRamp Data Marketplace,Sales & Marketing,15
1707,Who2 by NetWise,Information Technology,15
1708,D&B,B2B Industry > Manufacturing > Miscellaneous Manufacturing,15
1709,Bombora,Education & Teaching > Colleges & Universities,15
1710,AdAdvisor Audiences by Neustar,Has Accounts with Institution-Vanguard: IRA or other Retirement Account,15
1711,Bombora,"Education & Teaching> Kindergarten, Elementary and High School",15
1712,Oracle Data Marketplace,Luxury Crossovers,15
1713,Zipline (i-Behavior),PetCo - Highly Likely,15
1714,Oracle Data Marketplace,SUV Owners,15
1715,Who2 by NetWise,Manufacturing - Electronics and Communications,14
1716,Oracle Data Marketplace,Online Education,14
1717,AdAdvisor Audiences by Neustar,Cruise Ship Vacation-# Nights Spent Last Cruise: 3-5,14
1718,AdAdvisor Audiences by Neustar,Online Purchase Fashion Jewelry Last 3 Months,14
1719,Lotame,Black Friday and Cyber Monday [Prepackage],14
1720,Oracle Data Marketplace,Parents of Children (Ages 6-10),14
1721,Oracle Data Marketplace,Parents of Tweens/Teenagers (Ages 11-18),14
1722,Who2 by NetWise,Manufacturing - Machinery and Equipment,14
1723,Acxiom - International,03: Comedy,14
1724,AdAdvisor Audiences by Neustar,Would Consider Cruise Of 3 Days Or Longer,14
1725,AdAdvisor Audiences by Neustar,Would Not Consider Cruise Of 3 Days Or Longer,14
1726,Zipline (i-Behavior),Post Graduate Degree,14
1727,Lotame,Sales,14
1728,Who2 by NetWise,"Manufacturing - Medical,Laboratory and Specialty",14
1729,AdAdvisor Audiences by Neustar,Cruise Ship Vacation-# Nights Spent Last Cruise: 6-9,14
1730,Acxiom,Own Between 7-9 Credit Cards (Financial),14
1731,LiveRamp Data Marketplace,Homeschooling,14
1732,Datonics,Prediction of debt payoff,14
1733,LiveRamp Data Marketplace,Distance Learning,14
1734,Oracle Data Marketplace,Distance Learning,14
1735,Oracle Data Marketplace,Dog Owners,14
1736,LiveRamp Data Marketplace,C: 501 - 1000,14
1737,Bombora,Manufacturing > Computer Equipment,14
1738,Oracle Data Marketplace,Chicken Restaurants,14
1739,LiveRamp Data Marketplace,D: 1001 - 2500,14
1740,D&B,Advisory Board,14
1741,Acxiom,Credit Card,14
1742,Acxiom,Samsung,14
1743,Acxiom,USAA Issued Credit Card,14
1744,Oracle Data Marketplace,Smart TV Buyers,14
1745,Oracle Data Marketplace,Hockey,14
1746,Acxiom,Never/Rarely Carry a Credit Card Balance (Financial),14
1747,Oracle Data Marketplace,Health & Fitness Publications,14
1748,Oracle Data Marketplace,Information Technology Manager,14
1749,Webbula,Completed Graduate School,14
1750,LiveRamp Data Marketplace,F: 5000+,14
1751,Acxiom,Weight Loss,14
1752,Acxiom,Faucets and Showerheads,14
1753,D&B,B2B Predictive Analytics > Spending Power > High Spenders on Business Products & Services,13
1754,Oracle Data Marketplace,Version 10.x (Windows 10),13
1755,AdAdvisor Audiences by Neustar,Smart Investor: Average,13
1756,Acxiom - International,Arts Entertainment Recreation,13
1757,Zipline (i-Behavior),Royal Caribbean - Highly Likely,13
1758,AdAdvisor Audiences by Neustar,"SMALL 4- Beauty Shops, Barber Shops, Personal Care",13
1759,Oracle Data Marketplace,Domestic (United States),13
1760,AdAdvisor Audiences by Neustar,"MICRO 2- Beauty, Barber,  Personal Care",13
1761,Zipline (i-Behavior),Carnival - Highly Likely,13
1762,Zipline (i-Behavior),Norweigan Cruise Lines - Highly Likely,13
1763,AdAdvisor Audiences by Neustar,Use Mobile Device: HTC Windows Phone,13
1764,Oracle Data Marketplace,Cooking Disinterest,13
1765,LiveRamp Data Marketplace,Microphones,13
1766,LiveRamp Data Marketplace,Mice & Keyboards,13
1767,Oracle Data Marketplace,Compact Car,13
1768,Acxiom,Dental Insurance,13
1769,D&B,B2B Predictive Analytics > Spending Power > High Capacity to Spend,13
1770,AdAdvisor Audiences by Neustar,"SINGLE 4- Beauty Shops, Barber Shops, Personal Care",13
1771,AdAdvisor Audiences by Neustar,Use Mobile Device: Windows Nokia N Series,13
1772,Datonics,Past Purchase - Personal Care,13
1773,Oracle Data Marketplace,Version 6.1 (Windows 7 / Windows Server 2008 R2),13
1774,LiveRamp Data Marketplace,Electronics - Internet/Computer Games,13
1775,LiveRamp Data Marketplace,E: 2501 - 5000,13
1776,LiveRamp Data Marketplace,Components,13
1777,Acxiom,You Alone,13
1778,Oracle Data Marketplace,100-499 Employees,13
1779,Oracle Data Marketplace,Laptops,13
1780,D&B,Project Management,13
1781,D&B,Colleges and Universities,13
1782,AdAdvisor Audiences by Neustar,Household Buys Pet Supplies at Farm Supply Stores/ Feed Stores,13
1783,Oracle Data Marketplace,C-Level,13
1784,LiveRamp Data Marketplace,Quality Control,13
1785,Oracle Data Marketplace,Last 9 Months,13
1786,Lotame,Brazil - Video Games,13
1787,Acxiom,Arcade Video Games,13
1788,Oracle Data Marketplace,TV Dramas,13
1789,LiveRamp Data Marketplace,Printers & Scanners,13
1790,Acxiom - International,Entertainment and Recreation,13
1791,Datonics,Interior Design Enthusiasts,13
1792,Oracle Data Marketplace,TV Reality Shows,13
1793,Datonics,Personal Care Supplies,13
1794,Experian Standard,Reality TV Show Viewer - Expanded,13
1795,LiveRamp Data Marketplace,Headsets,13
1796,D&B,B2B Job Function/Roles > Executives > Chief Officers (Other),12
1797,Zipline (i-Behavior),TurboTax - Highly Likely,12
1798,D&B,B2B Job Function/Roles > Executives > CEO (Chief Executive Officer),12
1799,Acxiom,Other Online Tax Program/Service (Financial),12
1800,Oracle Data Marketplace,Credit Line Account Holders (SMB),12
1801,Oracle Data Marketplace,Natural Pet Foods and Products,12
1802,Zipline (i-Behavior),TurboTax - Likely,12
1803,D&B,B2B Job Function/Roles > Executives > CIO (Chief Information Officer),12
1804,D&B,B2B Industry > Retail Trade > CPG > Health and Personal Care,12
1805,D&B,Manager,12
1806,Acxiom,Heavy Facebook User,12
1807,Acxiom,Jackson Hewitt Onsite Tax Service (Financial),12
1808,Oracle Data Marketplace,Furniture and Accessories,12
1809,D&B,B2B Job Function/Roles > Executives > Vice President/VP/SVP,12
1810,D&B,B2B Job Function/Roles > Executives > CTO (Chief Technology Officer),12
1811,D&B,B2B Industry > Finance and Insurance,12
1812,Acxiom,File taxes After IRS Deadline (Financial),12
1813,D&B,Manufacturing,12
1814,AdAdvisor Audiences by Neustar,Uses Search Tools Apps on Smartphone,12
1815,AdAdvisor Audiences by Neustar,Expect Enroll/ Return To College Next 12M,12
1816,Bombora,Hospitality & Hotels > Lodging & Resorts,12
1817,Oracle Data Marketplace,Heavy Beauty and Cosmetics Gift Card Buyers,12
1818,Oracle Data Marketplace,Caribbean Islands,12
1819,Zipline (i-Behavior),Positively Engaged â€“ Personal Care,12
1820,Zipline (i-Behavior),Personal Care,12
1821,Oracle Data Marketplace,Health & Personal Care,12
1822,D&B,Miscellaneous Manufacturing,12
1823,Zipline (i-Behavior),Tax Act - Highly Likely,12
1824,Zipline (i-Behavior),Tax Act - Likely,12
1825,D&B,Performance,12
1826,Zipline (i-Behavior),Women's Apparel,12
1827,LiveRamp Data Marketplace,Back to School,12
1828,comScore,Action/Adventure,12
1829,Oracle Data Marketplace,Graduate Degree,12
1830,Acxiom,Video Poster,12
1831,Oracle Data Marketplace,Cooking Fats & Oils,12
1832,LiveRamp Data Marketplace,A: C-Suite/C-Level,12
1833,Acxiom,Have Used A Visa Signature Credit Card In Past 12 Months (Financial),11
1834,Lotame,Germany - Video Games,11
1835,D&B,Primary Metal,11
1836,D&B,Fabricated Metal,11
1837,D&B,Postal Service,11
1838,Oracle Data Marketplace,Travel Recommender,11
1839,Oracle Data Marketplace,Travel Researcher,11
1840,D&B,Chemical,11
1841,D&B,Funds and Trusts,11
1842,D&B,Publishing (except Internet),11
1843,D&B,Printing,11
1844,D&B,Product Mills,11
1845,comScore,Social Media - Medium User,11
1846,D&B,Computers and Electronics,11
1847,D&B,Durable Goods,11
1848,D&B,Couriers and Messengers,11
1849,Oracle Data Marketplace,Financial Services/Insurance/Real Estate,11
1850,LiveRamp Data Marketplace,Social & Casual Gamers,11
1851,D&B,Furniture,11
1852,AdAdvisor Audiences by Neustar,Credit Card Type Have-Visa Signature,11
1853,comScore,Social Media - Non User,11
1854,AdAdvisor Audiences by Neustar,"Auto Insurance Value: $50,000-$74,999",11
1855,D&B,Other Schools and Instruction,11
1856,Lotame,Board Members,11
1857,D&B,Food,11
1858,D&B,Petroleum and Coal,11
1859,Lotame,Photo Viewers [Prepackage],11
1860,D&B,Energy and Raw Materials,11
1861,D&B,Paper,11
1862,D&B,Elementary and Secondary,11
1863,Oracle Data Marketplace,Parents with Children in Household (Kids),11
1864,Datonics,Hardcore Gamers,11
1865,Oracle Data Marketplace,Heavy Internet Users,11
1866,Oracle Data Marketplace,Gas/Electric Hybrid,11
1867,D&B,Electric Power Generation,11
1868,AdAdvisor Audiences by Neustar,Don't Watch TV That's Active On Social Media,11
1869,Acxiom,Fine Jewelry,11
1870,D&B,Beverage and Tobacco,11
1871,comScore,Social Media - Heavy User,11
1872,D&B,Other Information Services,11
1873,Oracle Data Marketplace,PGA Tour Enthusiast,11
1874,comScore,Social Media - Light User,11
1875,D&B,Plastics and Rubber,11
1876,AdAdvisor Audiences by Neustar,Domestic Travel Last 12M:Hampton Inn,11
1877,AdAdvisor Audiences by Neustar,Domestic Travel Last 12M:Best Western,11
1878,AdAdvisor Audiences by Neustar,Domestic Travel Last 12M: Any Marriott,11
1879,D&B,Financial Investments,11
1880,D&B,Finance and Insurance,11
1881,D&B,Broadcasting Except Internet,11
1882,Oracle Data Marketplace,NHL Hockey Fan,11
1883,D&B,B2B Industry > Media,11
1884,D&B,Social Assistance,11
1885,Who2 by NetWise,HR Decision Makers,11
1886,D&B,Transit and Ground Passenger,11
1887,Oracle Data Marketplace,Civil Service,11
1888,D&B,Leather and Allied Product,11
1889,AdAdvisor Audiences by Neustar,Watch TV That's Active On Social Media,11
1890,D&B,Nondurable Goods,11
1891,Who2 by NetWise,"Data Center,Network and Platform Computing - Database & Data Systems",11
1892,Who2 by NetWise,"Data Center,Network and Platform Computing - Virtualization",11
1893,Oracle Data Marketplace,Asks for Travel Advice,11
1894,D&B,Nonmetallic Mineral,11
1895,D&B,Transportation and Warehousing,11
1896,Datonics,Likely to Pay their Credit Balance Monthly,11
1897,D&B,Wood Product,11
1898,D&B,Nursing and Residential Care,11
1899,D&B,Insurance,11
1900,LiveRamp Data Marketplace,Computer & Video Games (Cookie),11
1901,D&B,Transportation Support,11
1902,D&B,OBGYN,11
1903,D&B,Transportation Equipment,11
1904,Oracle Data Marketplace,Sports Fans (Enthusiasts),11
1905,Oracle Data Marketplace,Standard Import SUV,11
1906,Who2 by NetWise,Cloud Computing - Software as a Service (SaaS),11
1907,Acxiom,Towing Insurance,11
1908,D&B,Truck Transportation,11
1909,Acxiom,Video Games,11
1910,D&B,Machinery,11
1911,Oracle Data Marketplace,Blogs,11
1912,D&B,Media,11
1913,Experian Standard,Black Friday Shopper,11
1914,D&B,Mining (except Oil and Gas),11
1915,D&B,Wholesale Trade,11
1916,Oracle Data Marketplace,Schools,11
1917,D&B,Motion Picture and Sound,11
1918,Oracle Data Marketplace,Cable TV,11
1919,Who2 by NetWise,Cloud Computing - Cloud Infrastructure Computing,11
1920,Bombora,Human Resources Professional,11
1921,D&B,Warehousing and Storage,11
1922,D&B,Museums and Historical Sites,11
1923,Acxiom,Use Ad-Supported Social Media Sites,11
1924,D&B,Natural Gas Distribution,11
1925,Oracle Data Marketplace,MINI Hardtop 4 Door,11
1926,Bombora,Marketing > Branding,11
1927,Oracle Data Marketplace,Sally Beauty Holdings,11
1928,Oracle Data Marketplace,State Government,11
1929,D&B,Independent Broker,11
1930,D&B,Textile Mills,11
1931,LiveRamp Data Marketplace,Sales Management,11
1932,D&B,Oil and Gas Extraction,11
1933,D&B,Healthcare,11
1934,Oracle Data Marketplace,Technology Professional,11
1935,Oracle Data Marketplace,Fantasy Sports,11
1936,Oracle Data Marketplace,Executive,11
1937,LiveRamp Data Marketplace,Online Games (Cookie),11
1938,D&B,B2B Industry > Arts and Entertainment,11
1939,LiveRamp Data Marketplace,Current Student,11
1940,D&B,Hospitals,11
1941,D&B,Gambling and Amusement,11
1942,AdAdvisor Audiences by Neustar,Online Purchase Video Games And Consoles Last 3Month,11
1943,Oracle Data Marketplace,Takes Travel Advice,11
1944,D&B,Support Activities for Mining,11
1945,D&B,Offices of Physicians,11
1946,Experian Standard,Home and Garden (FLA / Fair Lending Friendly),11
1947,D&B,B2B Industry > Energy and Raw Materials,11
1948,D&B,Ambulatory Services,11
1949,Oracle Data Marketplace,Active Vacationer,11
1950,D&B,Asset Management,11
1951,D&B,Offices of Dentists,11
1952,D&B,Air Transportation,11
1953,D&B,Retail Banking,11
1954,D&B,B2B Industry > Manufacturing,11
1955,D&B,Arts and Entertainment,11
1956,Oracle Data Marketplace,Federal Government,11
1957,D&B,Appliances and Electrical,11
1958,D&B,Apparel,11
1959,Oracle Data Marketplace,2-5 Years,10
1960,Oracle Data Marketplace,Automotive Tools & Gadgets,10
1961,Oracle Data Marketplace,Male,10
1962,D&B,Safety,10
1963,D&B,Wealth Managers,10
1964,Acxiom - International,Masters Degree or Equivalent,10
1965,Oracle Data Marketplace,Large Appliances,10
1966,Webbula,Network Computing Grouping,10
1967,Who2 by NetWise,Business Professionals,10
1968,Oracle Data Marketplace,North America,10
1969,Oracle Data Marketplace,Less than 2 Years,10
1970,Acxiom,Home Mortgage (Financial),10
1971,Oracle Data Marketplace,Home Office,10
1972,Oracle Data Marketplace,Men's Clothing - Jeans,10
1973,Oracle Data Marketplace,Men's Clothing,10
1974,Oracle Data Marketplace,New and Growing Families,10
1975,Acxiom,Personal/Joint Auto Loan (Financial),10
1976,Acxiom,Filed Tax Returns In Past 12 Months Before Iris Deadline (Financial),10
1977,Acxiom,Personal/Joint Home Mortgage (1st) (Financial),10
1978,Acxiom,First Home Mortgage (Financial),10
1979,Oracle Data Marketplace,Men's Casual Apparel Purchasers,10
1980,Acxiom - International,15: Electric/Hybrid,10
1981,AdAdvisor Audiences by Neustar,Budget Men's Clothing Buyers,10
1982,Acxiom,H&R Block Taxcut Online Tax Service (Financial),10
1983,Oracle Data Marketplace,MINI Cooper,10
1984,AdAdvisor Audiences by Neustar,Bought Men's Apparel and Accessries Lst 12M,10
1985,Acxiom - International,06: Hybrid,10
1986,Acxiom,Had Tax Returns Prepared by CPA or Other Tax Professional In The Past 12 Months (Financial),10
1987,Acxiom,TurboTax Computer Software (Financial),10
1988,Acxiom,CPA or Other Tax Professional Tax Service (Financial),10
1989,Oracle Data Marketplace,Business Travelers: Frequent Spenders,10
1990,D&B,Customer Service,10
1991,Bombora,HR,10
1992,AdAdvisor Audiences by Neustar,Luxury Men's Clothing Buyers,10
1993,LiveRamp Data Marketplace,Sales & Marketing Decision Makers,10
1994,Webbula,Cooking and Food Enthusiast,10
1995,Oracle Data Marketplace,Purchasing,10
1996,LiveRamp Data Marketplace,"Partners, Principals & Owners",10
1997,AdAdvisor Audiences by Neustar,Vacation Activities - Like To Do-Fine Dining,10
1998,Zipline (i-Behavior),Pet Supplies Plus - Likely,10
1999,D&B,B2B Predictive Analytics > Technology Purchase Intent > In Market for Laptops,10
2000,LiveRamp Data Marketplace,Affluent  households,10
2001,Oracle Data Marketplace,Satellite TV/Internet: High Spenders,10
2002,D&B,B2B Predictive Analytics > Spending Power > High Spenders on IT Products & Services,10
2003,D&B,Marketing Management,10
2004,D&B,Environmental,10
2005,Oracle Data Marketplace,Small Kitchen Appliances,10
2006,D&B,Insurance Broker,10
2007,D&B,Financial Advisor,10
2008,Oracle Data Marketplace,Standard Mini Van,10
2009,Who2 by NetWise,Shopping - Apparel & Accessories - Men's Apparel,10
2010,D&B,Food & Beverage,10
2011,Webbula,Automotive Industry,10
2012,AdAdvisor Audiences by Neustar,Mid-Priced Men's Clothing Buyers,10
2013,Webbula,Automotive Repair and Maintenance,10
2014,AdAdvisor Audiences by Neustar,"Engineering, IT,  and Technical",10
2015,Equifax / IXI,Vice President Marketing,10
2016,Webbula,Gourmet Cooking,10
2017,Oracle Data Marketplace,Online Gaming,10
2018,Experian Standard,Used Hybrid,10
2019,Oracle Data Marketplace,Graphic Designers,9
2020,LiveRamp Data Marketplace,Sales/Business Development,9
2021,Who2 by NetWise,Life Insurance,9
2022,LiveRamp Data Marketplace,Sales & Business Development: Account Management,9
2023,LiveRamp Data Marketplace,Sales & Business Development: Sales Management,9
2024,LiveRamp Data Marketplace,Sales & Business Development: Support,9
2025,Bombora,Technology > Hardware,9
2026,Bombora,Technology > IT Administration,9
2027,Acxiom - International,Media and Telecommunications,9
2028,Zipline (i-Behavior),Sally Beauty Supply - Likely,9
2029,Who2 by NetWise,IT Management & Governance,9
2030,Bombora,Technology > Operating Systems,9
2031,Bombora,"Technology > Graphics, Multimedia & Web design",9
2032,LiveRamp Data Marketplace,200-499 Employees,9
2033,Bombora,Technology > Security,9
2034,Acxiom - International,05: Fitness Enthusiast,9
2035,Bombora,Education > Professors & Teachers,9
2036,Bombora,Technology > Servers,9
2037,Oracle Data Marketplace,Dog Treats,9
2038,Bombora,Technology > Virtualization,9
2039,Oracle Data Marketplace,Media and Internet,9
2040,Zipline (i-Behavior),Media and Internet,9
2041,Oracle Data Marketplace,Healthy Living,9
2042,Zipline (i-Behavior),Sherwin Williams - Highly Likely,9
2043,Bombora,Technology > Databases & Storage,9
2044,LiveRamp Data Marketplace,Finance - Accounting,9
2045,AdAdvisor Audiences by Neustar,Smart Tech Shopper: Above Average,9
2046,Datonics,Birds,9
2047,AdAdvisor Audiences by Neustar,Small office or Home office Business Owners,9
2048,LiveRamp Data Marketplace,Board and Ownership,9
2049,Oracle Data Marketplace,Retail Trade,9
2050,AdAdvisor Audiences by Neustar,Smart Tech Shopper: Far Above Average,9
2051,Bombora,Technology > Business Analytics & Applications,9
2052,D&B,Technical Support,9
2053,LiveRamp Data Marketplace,Branding,9
2054,Bombora,Technology > Cloud Computing,9
2055,Acxiom - International,11: Health & Fitness,9
2056,AdAdvisor Audiences by Neustar,Company Size: 5-19 employees,9
2057,Bombora,Technology > Data Centers,9
2058,Oracle Data Marketplace,Components,9
2059,Zipline (i-Behavior),Sally Beauty Supply - Highly Likely,9
2060,LiveRamp Data Marketplace,Production,9
2061,Bombora,Healthcare Decision Maker,9
2062,Oracle Data Marketplace,Printers and Scanners,9
2063,LiveRamp Data Marketplace,Research,9
2064,LiveRamp Data Marketplace,Marketing Decision Maker,9
2065,Zipline (i-Behavior),Ace - Highly Likely,9
2066,Bombora,Technology > Application & Software Development,9
2067,AdAdvisor Audiences by Neustar,I Am Interested In International Events,9
2068,LiveRamp Data Marketplace,Compliance,9
2069,Oracle Data Marketplace,Beauty and Fragrance,9
2070,D&B,B2B Job Function/Roles > Computing & IT > Computing & IT,9
2071,LiveRamp Data Marketplace,Sports Enthusiasts,9
2072,Zipline (i-Behavior),Home Depot - Highly Likely,9
2073,LiveRamp Data Marketplace,Corporate/C-Level Executives,9
2074,Bombora,"Government > Public Safety, Police & Fire Deparments",9
2075,Bombora,Media & Internet > Info Collection & Delivery,9
2076,Bombora,Media & Internet,9
2077,Oracle Data Marketplace,Birds,9
2078,Oracle Data Marketplace,Networking and Wireless,9
2079,Bombora,Medium-Small (50 - 199 Employees),9
2080,Oracle Data Marketplace,Fish Birds & Small Animals,9
2081,Acxiom,Health Net,9
2082,Oracle Data Marketplace,Flexible Office Space,9
2083,Oracle Data Marketplace,IT and Technology,9
2084,Who2 by NetWise,Cloud Computing,9
2085,AdAdvisor Audiences by Neustar,Company Size: 20-100 employees,9
2086,Experian Standard,Technology and Computing (FLA / Fair Lending Friendly),9
2087,Lotame,Consultants,9
2088,Oracle Data Marketplace,Business Owners,9
2089,Bombora,Media & Internet > Publishing,9
2090,Bombora,Media & Internet > Media Broadcasting,9
2091,Oracle Data Marketplace,Gaming Accessories,9
2092,Zipline (i-Behavior),Sherwin Williams - Likely,9
2093,AdAdvisor Audiences by Neustar,Company Size: 1-4 employees,9
2094,Webbula,Marketing,9
2095,D&B,B2B Decision Makers (DM) > Finance Decision Makers,9
2096,Zipline (i-Behavior),Orchard Supply - Likely,9
2097,Oracle Data Marketplace,United Kingdom,9
2098,Acxiom,Kaiser Permanente,9
2099,Oracle Data Marketplace,Engineering and R&D,9
2100,D&B,B2B Decision Makers (DM) > Sales & Marketing Decision Makers,9
2101,Who2 by NetWise,"Data Center,Network and Platform Computing - Network & Network Management",9
2102,Datonics,Media & Internet,9
2103,Who2 by NetWise,"Data Center,Network and Platform Computing",9
2104,Oracle Data Marketplace,Upper Mini Van,9
2105,Zipline (i-Behavior),Norweigan Cruise Lines - Likely,8
2106,D&B,Tyson Foods,8
2107,Who2 by NetWise,Education,8
2108,LiveRamp Data Marketplace,IT,8
2109,Oracle Data Marketplace,Cat Owners,8
2110,Acxiom,Panasonic,8
2111,Bombora,Finance > Accounting,8
2112,Bombora,Media & Internet > Newspapers & News Services,8
2113,Oracle Data Marketplace,Consumer Electronics Spenders,8
2114,AdAdvisor Audiences by Neustar,Company Size: 100-500 employees,8
2115,Bombora,Sales > Support,8
2116,Bombora,Consultants,8
2117,Bombora,Sales > Business Development,8
2118,LiveRamp Data Marketplace,Media Buyers,8
2119,LiveRamp Data Marketplace,Finance Management,8
2120,Oracle Data Marketplace,Masters Degree,8
2121,Who2 by NetWise,Sales & Business Development,8
2122,LiveRamp Data Marketplace,Manufacturing Management,8
2123,Webbula,Administrative and Support and Waste Management and Remediation Services,8
2124,Acxiom,Reality Television Shows,8
2125,Who2 by NetWise,Wine & Beverage,8
2126,Webbula,Health Insurance,8
2127,Oracle Data Marketplace,Managed Service Providers,8
2128,Oracle Data Marketplace,Kitchen,8
2129,D&B,B2B Industry > Retail Trade > CPG > Food and Beverage,8
2130,AdAdvisor Audiences by Neustar,MICRO 19- Food Stores,8
2131,Oracle Data Marketplace,Dog Products Buyers,8
2132,D&B,B2B Decision Makers (DM) > Board members,8
2133,Who2 by NetWise,"Government,Social Services and Non-Profits",8
2134,Who2 by NetWise,Health & Fitness,8
2135,Webbula,Media & Internet,8
2136,Who2 by NetWise,Home & Garden - Gardening,8
2137,Datonics,Retail Lawn and Garden Buyers,8
2138,comScore,Game Console Users,8
2139,Datonics,Food & Beverage,8
2140,Oracle Data Marketplace,Photography,8
2141,Who2 by NetWise,Marketing & Communications,8
2142,D&B,B2B Industry > Accommodation and Food Services > Food and Drink Services,8
2143,D&B,B2B Industry > Manufacturing > CPG > Food,8
2144,D&B,B2B Industry > Government,8
2145,LiveRamp Data Marketplace,C-Suite/C-Level,8
2146,D&B,Company Development,8
2147,AdAdvisor Audiences by Neustar,Company Size: 1 employee,8
2148,AdAdvisor Audiences by Neustar,"SOHO 23- Eating, Drinking Places And Food Stores",8
2149,Zipline (i-Behavior),Royal Caribbean - Likely,8
2150,Lotame,Italy - Life Insurance,8
2151,comScore,Game Console Users - Heavy,8
2152,AdAdvisor Audiences by Neustar,Employment Industry: Accomodation/Food Services,8
2153,AdAdvisor Audiences by Neustar,SMALL 23- Grocery And Food Stores,8
2154,Oracle Data Marketplace,Food and Beverages,8
2155,LiveRamp Data Marketplace,eSports Enthusiast,8
2156,D&B,B2B Seniority > Ownership and Board,8
2157,comScore,Game Console Users - Light,8
2158,LiveRamp Data Marketplace,Research & Development,8
2159,Oracle Data Marketplace,Telecommunications (Telco),8
2160,Who2 by NetWise,"C-Level - CEOs,Founders and Presidents",7
2161,Bombora,Marketing > Research,7
2162,D&B,Likely to Have Line of Credit,7
