Browser,Visits,Unique Visitors,Revenue,Revenue / Visits,Total Orders,Occurrences
Opera 48.0,54,50,0,0,0,335
VivoBrowser 10.8,54,43,0,0,0,478
Amazon Silk 88.3,54,34,0,0,0,326
Whale 1.3,53,52,0,0,0,71
Offline Explorer (unknown version),53,51,0,0,0,132
Puffin 3.9174IT,53,51,0,0,0,130
Konqueror 4.4,53,48,0,0,0,206
Mobile Opera 7.23,53,47,0,0,0,6442
Opera 56.0,53,47,0,0,0,337
Firefox 34.2,53,45,0,0,0,114
Firefox 115.0,52,52,0,0,0,465
Yandex.Browser 19.6,52,52,0,0,0,92
Yandex.Browser 23.10,52,52,0,0,0,62
Puffin 2.9174AT,52,50,0,0,0,132
Edge 14.14263,52,49,0,0,0,114
Pale Moon 31.1,52,48,0,0,0,282
Phoenix 11.1,52,41,0,0,0,203
MIUI Browser 12.3,52,41,0,0,0,109
Pale Moon 31.4,52,39,0,0,0,423
Opera 69,52,39,0,0,0,283
Safari 10.3,51,51,0,0,0,90
Mozilla Firefox 21.0,51,50,0,0,0,2301
NetSurf 1.2,51,49,0,0,0,143
SEMC Browser 4.2,51,49,0,0,0,132
Chrome 12.0,51,49,0,0,0,114
Opera Mobile 30.0,51,48,0,0,0,116
Safari 11.1,51,46,0,0,0,2405
Opera Mobile 54.2,51,37,0,0,0,116
MQQ Browser 11.8,51,35,0,0,0,350
Edge 46.05,51,25,0,0,0,568
Chrome Mobile 82.0,51,6,0,0,0,193
Safari 4.0,50,50,0,0,0,382
Google Chrome 16.0,50,50,0,0,0,69
Galeon 1.3.14,50,49,0,0,0,128
Opera 8.60,50,48,0,0,0,143
Edge 45.10,50,48,0,0,0,67
Puffin 4.8,50,47,0,0,0,134
MQQ Browser 10.6,50,47,0,0,0,128
Safari 7.2,50,46,0,0,0,132
Coc Coc Browser 76.0,50,41,0,0,0,762
Cyberfox 52.9,50,22,0,0,0,309
Opera 58.4,50,19,0,0,0,354
Google Chrome 27.0,49,49,0,0,0,70
Opera 9.8,49,49,0,0,0,68
Google Chrome 3.0,49,49,0,0,0,62
Chromium 12.0,49,48,0,0,0,118
Firefox 18.1,49,48,0,0,0,54
Opera 9.30,49,47,0,0,0,198
NetFront 35,49,47,0,0,0,147
Amazon Silk 2.1,49,47,0,0,0,119
Chrome Mobile 74.1,49,47,0,0,0,70
Netscape Navigator 2.02,49,46,0,0,0,139
Opera Mobile 32.0,49,44,0,0,0,109
Opera 28,49,41,0,0,0,98
MQQ Browser 11.4,49,40,0,0,0,145
Firefox 68.9,49,39,0,0,0,715
MIUI Browser 10.7,49,38,0,0,0,327
Chrome Mobile 77,49,36,0,0,0,288
Coc Coc Browser 81.0,49,33,0,0,0,432
Whale 3.14,49,33,0,0,0,401
Opera Mobile 57.0,49,33,0,0,0,202
Mozilla Firefox 2.0.0.1,48,48,0,0,0,4802
Opera 20,48,48,0,0,0,113
Puffin 2.9174AP,48,47,0,0,0,130
NetPositive,48,46,0,0,0,131
Puffin 3.9174IP,48,45,0,0,0,131
Galeon 1.3.15,48,44,0,0,0,118
Firefox 1.2,48,43,0,0,0,119
Google Chrome 6.0,47,47,0,0,0,882
Nintendo Browser 5.1,47,47,0,0,0,239
UCTurbo 1.8,47,47,0,0,0,58
UC Browser 8.8,47,46,0,0,0,156
Opera Mini 4.1,47,44,0,0,0,147
Opera 43.0,47,42,0,0,0,228
Phoenix 11.0,47,37,0,0,0,228
Hi Browser 2.8,47,30,0,0,0,225
VivoBrowser 11.4,47,16,0,0,0,422
Safari 9.0.3,46,46,0,0,0,2973
Firefox 26.0,46,46,0,0,0,78
Opera Touch 1,46,46,0,0,0,58
Yandex.Browser 23.16,46,46,0,0,0,47
Yandex.Browser 23.30,46,46,0,0,0,46
UC Browser 8.6,46,45,0,0,0,123
Opera Mini 9.0,46,44,0,0,0,135
Android Browser 4.3,46,44,0,0,0,134
MIUI Browser 15.6,46,43,0,0,0,308
NetFront 3.0,46,43,0,0,0,149
Edge 44.3,46,42,0,0,0,92
Opera 37.0,46,40,0,0,0,219
Microsoft Internet Explorer 5.0,45,45,0,0,0,2181
Google Chrome 7.0,45,45,0,0,0,749
Avast Secure Browser 4.7,45,45,0,0,0,70
Edge 44.5,45,45,0,0,0,63
Avast Secure Browser 4.0,45,45,0,0,0,60
Opera Mini 20.0,45,45,0,0,0,58
Safari 8.0.8,45,44,0,0,0,1022
Amazon Silk 3.68,45,44,0,0,0,59
Chromium 37.0,45,44,0,0,0,53
Chrome 26.0,45,43,0,0,0,145
Opera 9.50,45,42,0,0,0,2027
Opera 66,45,36,0,0,0,236
Opera Mobile 56.0,45,35,0,0,0,219
Whale 3.15,45,34,0,0,0,313
UC Browser 14.0,45,24,0,0,0,303
MQQ Browser 11.3,45,23,0,0,0,414
Safari 3.0.4,44,44,0,0,0,5958
Firefox 18.2,44,44,0,0,0,54
Opera 42.9,44,44,0,0,0,48
Obigo,44,42,0,0,0,159
Opera 32.0,44,39,0,0,0,145
Coc Coc Browser 94.0,44,34,0,0,0,566
Opera 45.0,44,33,0,0,0,506
Opera 57,44,32,0,0,0,391
Chrome 99.105,44,22,0,0,0,447
2345 Browser 6.0,44,7,0,0,0,209
Iceweasel 38.6,43,43,0,0,0,211
Safari 5.0.4,43,43,0,0,0,79
Opera Touch 3,43,43,0,0,0,57
Yandex.Browser 22.112,43,43,0,0,0,56
Opera 9.0,43,43,0,0,0,46
Tizen Browser 6.0,43,41,0,0,0,110
Whale 1.5,43,41,0,0,0,55
Safari 14.400000,43,38,0,0,0,123
Opera Mobile 53.0,43,36,0,0,0,314
MIUI Browser 1.0,43,31,0,0,0,237
Firefox 17.3,43,28,0,0,0,222
Opera Mobile 50.6,43,27,0,0,0,152
Thunderbird 102.8,43,18,0,0,0,79
UCTurbo 1.5,42,42,0,0,0,57
Opera Touch 2,42,42,0,0,0,50
Android Browser 4.2,42,41,0,0,0,124
Edge 44.4,42,41,0,0,0,55
Netscape Navigator Gold 3.01,42,40,0,0,0,113
Opera Mobile 62.4,42,39,0,0,0,73
Phoenix 11.2,42,37,0,0,0,113
Opera Mobile 35.1,42,36,0,0,0,52
QQ Browser 10.1,42,33,0,0,0,854
Opera 72.7,42,27,0,0,0,171
Edge 46.04,42,24,0,0,0,342
Chrome Mobile 93,41,41,0,0,0,68
Opera 9.5,41,41,0,0,0,51
Puffin 3.11546,41,41,0,0,0,49
UC Browser 10.7,41,40,0,0,0,107
Safari 7.0,41,39,0,0,0,123
Opera 18.0,41,38,0,0,0,199
QQ Browser 103.4,41,36,0,0,0,160
Google Chrome 2.0,41,36,0,0,0,153
SeaMonkey 2.46,41,34,0,0,0,170
Opera 50.0,41,31,0,0,0,410
Amazon Silk 86.3,41,29,0,0,0,187
VivoBrowser 2.0,41,18,0,0,0,634
Edge 45.4,40,40,0,0,0,182
Internet Explorer 10.6,40,39,0,0,0,118
Puffin 9.0,40,39,0,0,0,104
MQQ Browser 7.7,40,39,0,0,0,95
Chrome Mobile 31.0,40,39,0,0,0,80
Opera 9.20,40,38,0,0,0,127
Firefox 8.0,40,38,0,0,0,126
NetFront 3.2,40,37,0,0,0,132
Chrome 1.0,40,37,0,0,0,55
Opera 60,40,24,0,0,0,172
MIUI Browser 12.14,40,19,0,0,0,127
Chrome 91.1,40,14,0,0,0,353
Opera Mobile 57.1,40,9,0,0,0,53
Firefox 12.1b10941,39,39,0,0,0,475
Firefox 8.3b5826,39,39,0,0,0,49
Firefox 9000,39,39,0,0,0,48
Edge 114,39,39,0,0,0,44
Opera 10.61,39,38,0,0,0,128
Coc Coc Browser 68.4,39,37,0,0,0,505
Iceweasel 38.2,39,37,0,0,0,134
Chromium 10.0,39,37,0,0,0,125
Android Browser 4.1,39,37,0,0,0,123
VivoBrowser 7.10,39,37,0,0,0,106
Safari 15.400000,39,36,0,0,0,131
Netscape Navigator 4.0 beta 4,39,36,0,0,0,120
Opera 40,39,35,0,0,0,580
Coc Coc Browser 91.0,39,35,0,0,0,480
Meizu Browser 8.5,39,33,0,0,0,109
Edge 46.02,39,30,0,0,0,119
Opera 66.3,39,29,0,0,0,359
Opera Mobile 46.4,39,29,0,0,0,158
VivoBrowser 10.9,39,28,0,0,0,355
Oculus Browser 25.4,39,28,0,0,0,171
Chrome Mobile 104,39,26,0,0,0,275
Quark 3.8,39,25,0,0,0,197
Vivaldi 2.8,39,18,0,0,0,169
Quark 3.6,38,38,0,0,0,55
Brave 1.2,38,38,0,0,0,45
Netscape Navigator 4.5,38,37,0,0,0,117
Maxthon,38,37,0,0,0,103
Opera 12.10,38,35,0,0,0,175
Phoenix 10.0,38,35,0,0,0,158
Opera Mobile 71.2,38,34,0,0,0,169
Opera 34.0,38,33,0,0,0,142
Vivaldi 2.0,38,31,0,0,0,138
Opera Mobile 55.2,38,28,0,0,0,152
Mozilla Firefox 2.0.0.12,37,37,0,0,0,1590
Safari 5.1.7,37,37,0,0,0,1467
Opera Touch 2.1,37,37,0,0,0,51
MQQ Browser 8.0,37,37,0,0,0,46
Chromium 51.0,37,35,0,0,0,148
Internet Explorer 5.15,37,35,0,0,0,123
Opera 15.0,37,35,0,0,0,122
Quark 5.3,37,34,0,0,0,148
Maxthon 4.0,37,32,0,0,0,121
VivoBrowser 14.8,37,28,0,0,0,301
UC Browser 10.5,36,36,0,0,0,52
Firefox 6.1,36,36,0,0,0,47
Pale Moon 28.13,36,35,0,0,0,318
Firefox 3.8,36,35,0,0,0,106
Mobile Opera 8.0,36,34,0,0,0,118
Safari 15.200000,36,32,0,0,0,94
Mypal 28.14,36,25,0,0,0,211
Opera 63,36,24,0,0,0,394
Opera Mobile 46.0,36,23,0,0,0,93
Chrome 110.42,36,21,0,0,0,352
MIUI Browser 12.17,36,20,0,0,0,61
Chrome 0.2,35,35,0,0,0,454
Firefox 15.0b13894,35,35,0,0,0,62
Firefox 29.2,35,35,0,0,0,53
Yandex.Browser 22.95,35,35,0,0,0,38
Whale 2.0,35,34,0,0,0,49
Browser Internet 3.0,35,34,0,0,0,41
Chromium 20.0,35,33,0,0,0,118
Firefox 19.1,35,33,0,0,0,78
Chromium 71.0,35,30,0,0,0,126
Opera Mobile 58.1,35,25,0,0,0,132
Opera 72.3,35,23,0,0,0,143
2345 Browser 7.0,35,19,0,0,0,205
Mozilla Firefox 15.0,34,34,0,0,0,1082
Mozilla Firefox 2.0,34,34,0,0,0,729
MQQ Browser 9.7,34,34,0,0,0,46
Quark 4.8,34,33,0,0,0,80
Chromium 14.0,34,32,0,0,0,106
SeaMonkey 2.33,34,31,0,0,0,129
Opera 51.0,34,28,0,0,0,374
Seznam Browser 9.2,34,24,0,0,0,236
UC Browser 11.1,34,21,0,0,0,308
Opera Mobile 60.1,34,21,0,0,0,173
Opera Mobile 44.2,34,18,0,0,0,69
Opera 72.4,34,15,0,0,0,484
Chromium 15.0,33,32,0,0,0,137
Opera 29.0,33,32,0,0,0,99
UC Browser 5.5,33,31,0,0,0,164
Mozilla (Gecko) 1.7.3,33,31,0,0,0,125
Mobile Opera 7.51,33,31,0,0,0,111
VivoBrowser 6.5,33,31,0,0,0,109
Konqueror 4.3,33,31,0,0,0,97
MQQ Browser 9.8,33,31,0,0,0,57
Iceweasel 19.0,33,30,0,0,0,115
Opera Mobile 27.0,33,29,0,0,0,62
OPPO Browser 4.7,33,28,0,0,0,258
Firefox 111.6,33,24,0,0,0,275
Chrome 108.38,33,22,0,0,0,453
VivoBrowser 11.5,33,6,0,0,0,162
Safari 2.0.3,32,32,0,0,0,4228
Safari 1.2.4,32,32,0,0,0,4028
Opera (unknown version),32,32,0,0,0,41
Safari 11.5,32,32,0,0,0,39
Safari 6.0,32,32,0,0,0,38
MQQ Browser 7.9,32,32,0,0,0,37
MQQ Browser 7.3,32,31,0,0,0,41
Opera 11.10,32,30,0,0,0,111
Mobile Konqueror 3.3,32,30,0,0,0,106
Coc Coc Browser 99.0,32,29,0,0,0,662
Maxthon 3.0,32,29,0,0,0,125
Coc Coc Browser 77.0,32,28,0,0,0,418
Chromium 79.0,32,27,0,0,0,184
CM Browser,32,27,0,0,0,84
Edge 99.108,32,26,0,0,0,378
UC Browser 14.1,32,25,0,0,0,207
Firefox Focus 4.8,32,23,0,0,0,279
Waterfox 78.10,32,17,0,0,0,153
Safari 7.0.6,31,31,0,0,0,1581
Mozilla Firefox 8.0,31,31,0,0,0,52
Mint Browser 3.8,31,31,0,0,0,44
Chrome 69.420,31,31,0,0,0,34
Opera 38.0,31,30,0,0,0,209
Firefox 0.8,31,30,0,0,0,109
Vivaldi 1.92,31,30,0,0,0,102
Opera Mobile 10.5,31,30,0,0,0,69
Chrome 18.6,31,29,0,0,0,117
SeaMonkey 2.42,31,29,0,0,0,105
Opera 19.0,31,29,0,0,0,98
VivoBrowser 10.3,31,29,0,0,0,77
Phoenix 4.6,31,28,0,0,0,158
Puffin 2.0,31,28,0,0,0,108
Phoenix 5.2,31,28,0,0,0,73
MQQ Browser 12.4,31,26,0,0,0,217
Opera 70,31,25,0,0,0,172
Opera Mobile 69.1,31,25,0,0,0,93
Hi Browser 2.4,31,25,0,0,0,62
Whale 3.12,31,24,0,0,0,211
Opera 34,31,23,0,0,0,148
Chrome 1.0.603,31,22,0,0,0,89
Coc Coc Browser 82.0,31,21,0,0,0,524
Opera 65.2,31,21,0,0,0,249
Opera Mobile 60.2,31,14,0,0,0,55
Chrome 24.0,30,30,0,0,0,59
MQQ Browser 9.3,30,30,0,0,0,46
Avast Secure Browser 4.4,30,30,0,0,0,44
MIUI Browser 11.7,30,30,0,0,0,44
UC Browser 11.7,30,30,0,0,0,39
Mozilla Firefox 1.0,30,29,0,0,0,4369
Amazon Silk 3.13,30,29,0,0,0,68
Opera 50,30,28,0,0,0,367
SeaMonkey 2.28,30,28,0,0,0,108
Amazon Silk 96.1,30,27,0,0,0,219
OPPO Browser 4.3,30,26,0,0,0,301
Opera GX 1.4,30,26,0,0,0,135
Phoenix 9.1,30,22,0,0,0,68
Firefox 7.5b3349,30,20,0,0,0,168
Opera 43,29,29,0,0,0,386
Opera 71,29,29,0,0,0,211
AOL Browser 9.7,29,29,0,0,0,72
Vivaldi 5.7,29,29,0,0,0,58
Mozilla Firefox 3.1,29,29,0,0,0,52
Opera 7.23,29,29,0,0,0,42
Chrome Mobile 10.0,29,29,0,0,0,41
Mobile Konqueror 4.2,29,28,0,0,0,106
Chromium 17.0,29,28,0,0,0,105
Iceweasel 15.02,29,28,0,0,0,101
Konqueror 3.0-rc4,29,27,0,0,0,111
Safari 13.7,29,27,0,0,0,68
Phoenix 10.2,29,26,0,0,0,211
Mobile Opera 9.0,29,26,0,0,0,114
Opera Mobile 35.0,29,26,0,0,0,105
Opera Mobile 63.1,29,25,0,0,0,112
BlackBerry Browser 4.0,29,24,0,0,0,164
2345 Browser 16.0,29,22,0,0,0,157
Meizu Browser 2.0,29,21,0,0,0,43
Mypal 28.9,29,20,0,0,0,473
Opera 45,29,19,0,0,0,196
Quark 4.5,29,19,0,0,0,153
Safari 5.0.2,28,28,0,0,0,1660
Opera 31,28,28,0,0,0,60
Quark 3.3,28,28,0,0,0,41
Avast Secure Browser 4.6,28,28,0,0,0,40
Firefox 16.2,28,28,0,0,0,30
Edge 12.10532,28,28,0,0,0,29
Konqueror 4.9,28,27,0,0,0,116
Opera 55.0,28,27,0,0,0,106
Konqueror 4.8,28,26,0,0,0,127
Chromium 60.0,28,26,0,0,0,121
VivoBrowser 8.1,28,26,0,0,0,61
Yandex.Browser 22.1,28,25,0,0,0,128
SeaMonkey 2.21,28,25,0,0,0,121
Opera Mobile 48.1,28,23,0,0,0,50
Firefox 111.7,28,22,0,0,0,567
MQQ Browser 11.0,28,20,0,0,0,169
Mobile Opera 6.0,27,27,0,0,0,361
Avast Secure Browser 4.9,27,27,0,0,0,43
Firefox 18.0,27,27,0,0,0,36
Chromium 34.0,27,27,0,0,0,29
Yandex.Browser 23.31,27,27,0,0,0,27
Yandex.Browser 22.10,27,27,0,0,0,27
Vivaldi 3.4,27,27,0,0,0,27
Iceweasel 5.0,27,26,0,0,0,109
Opera 32,27,26,0,0,0,59
Chrome 88.99,27,26,0,0,0,49
SeaMonkey 1.5a,27,25,0,0,0,88
Iceweasel 14.0,27,24,0,0,0,112
Amazon Silk 80.4,27,20,0,0,0,143
Opera 60.3,27,19,0,0,0,395
Meizu Browser 10.0,27,18,0,0,0,319
Firefox 100.0QwantMobile,27,18,0,0,0,210
VivoBrowser 12.4,27,13,0,0,0,280
Edge 96,27,13,0,0,0,126
Chrome 76.1,27,11,0,0,0,129
Pale Moon 28.17,27,6,0,0,0,412
Pale Moon 28.8,27,6,0,0,0,268
Coc Coc Browser 98.0,26,26,0,0,0,478
Safari 10.2,26,26,0,0,0,42
Opera 14,26,26,0,0,0,36
Safari 1.3.2,26,25,0,0,0,4428
Safari 11.0.1,26,25,0,0,0,1447
Vivaldi 1.4,26,25,0,0,0,97
Opera Mobile 24.0,26,25,0,0,0,73
Yandex.Browser 21.31,26,25,0,0,0,51
Opera Mini 42.0,26,25,0,0,0,36
SeaMonkey 2.25,26,24,0,0,0,113
Chromium 33.0,26,24,0,0,0,113
Iceweasel,26,24,0,0,0,100
Chrome 9.1,26,24,0,0,0,87
Opera 52,26,24,0,0,0,42
Maxthon 4.5,26,22,0,0,0,103
MQQ Browser 10.3,26,21,0,0,0,324
Chromium 74.0,26,21,0,0,0,144
Amazon Silk 98.4,26,20,0,0,0,88
Phoenix 10.7,26,20,0,0,0,82
Edge 107,26,19,0,0,0,151
Amazon Silk 102.3,26,18,0,0,0,150
MIUI Browser 12.19,26,17,0,0,0,59
Ecosia 85.0,26,16,0,0,0,255
Opera Mobile 68.1,26,11,0,0,0,64
Safari 5.0.1,25,25,0,0,0,1466
Google Chrome 26.0,25,25,0,0,0,982
Opera 19,25,25,0,0,0,43
Yandex.Browser 22.110,25,25,0,0,0,38
Firefox 13.2b11866,25,25,0,0,0,30
Mozilla Firefox 9.0,25,25,0,0,0,30
Mobile Opera 6.01,25,25,0,0,0,29
Microsoft Internet Explorer 7.0 beta,25,25,0,0,0,27
Yandex.Browser 10.91,25,25,0,0,0,25
UC Browser 2.9,25,24,0,0,0,110
Yandex.Browser 17.3,25,24,0,0,0,92
Phoenix 10.5,25,24,0,0,0,80
Opera 49,25,23,0,0,0,263
Opera 48,25,22,0,0,0,333
Chrome 359.0,25,22,0,0,0,166
Phoenix 9.3,25,22,0,0,0,34
VivoBrowser 12.3,25,21,0,0,0,167
Opera Mobile 26.0,25,21,0,0,0,66
Pale Moon 28.7,25,18,0,0,0,242
Chrome Mobile 100,25,18,0,0,0,212
MIUI Browser 9.4,25,18,0,0,0,40
QQ Browser 4.5,25,12,0,0,0,359
MIUI Browser 12.23,25,12,0,0,0,116
Firefox 60.7,25,4,0,0,0,530
Safari 1.2.2,24,24,0,0,0,478
Chromium 35.0,24,24,0,0,0,44
Quark 4.1,24,24,0,0,0,37
Yandex.Browser 19.9,24,24,0,0,0,36
Opera 18,24,24,0,0,0,33
MQQ Browser 6.3,24,24,0,0,0,32
Safari 5.1.3,24,24,0,0,0,29
Chromium 44.0,24,24,0,0,0,26
Browser Internet 4.0,24,23,0,0,0,42
Mobile Safari 4.1,24,23,0,0,0,33
Pale Moon 27.4,24,22,0,0,0,122
Safari 14.600000,24,22,0,0,0,54
Phoenix 9.8,24,21,0,0,0,49
Seznam Browser 10.4,24,19,0,0,0,98
Firefox 102.8,24,18,0,0,0,245
VivoBrowser 11.7,24,17,0,0,0,245
Opera Mobile 33.0,24,14,0,0,0,78
Opera Mobile 50.2,24,11,0,0,0,163
Safari 8.0.7,23,23,0,0,0,670
Oculus Browser 27.0,23,23,0,0,0,35
Firefox 2.1,23,23,0,0,0,31
Mozilla Firefox 3.8,23,23,0,0,0,30
AOL Browser 9.5,23,23,0,0,0,23
Safari 3.1.2,23,22,0,0,0,3763
Coc Coc Browser 72.4,23,22,0,0,0,363
Coc Coc Browser 58.3,23,22,0,0,0,228
Iceweasel 3.6,23,22,0,0,0,124
QQ Browser 8.2,23,22,0,0,0,29
Phoenix 8.6,23,21,0,0,0,220
Chromium 112.0,23,21,0,0,0,187
MIUI Browser 8.2,23,20,0,0,0,189
Amazon Silk 87.2,23,18,0,0,0,42
VivoBrowser 11.8,23,17,0,0,0,127
Chrome 69.1,23,16,0,0,0,279
Pale Moon 31.2,23,16,0,0,0,175
Amazon Silk 93.2,23,16,0,0,0,137
Firefox 60.8,23,15,0,0,0,278
Opera Mobile 52.1,23,14,0,0,0,77
Safari 2.0.2,22,22,0,0,0,1850
Oculus Browser 25.5,22,22,0,0,0,130
Avast Secure Browser 4.13,22,22,0,0,0,125
Firefox 11.1b10377,22,22,0,0,0,35
Opera 8.0,22,22,0,0,0,34
Opera 29,22,22,0,0,0,32
Firefox 18.0b15690,22,22,0,0,0,28
MQQ Browser 8.4,22,22,0,0,0,27
Opera 8.50,22,22,0,0,0,26
Yandex.Browser 22.31,22,22,0,0,0,24
Yandex.Browser 20.81,22,22,0,0,0,22
VivoBrowser 6.8,22,21,0,0,0,256
Opera 53,22,21,0,0,0,233
Firefox 111.4,22,21,0,0,0,230
Aloha Browser 2.6,22,21,0,0,0,30
Waterfox 91.10,22,20,0,0,0,177
Opera 14.0,22,20,0,0,0,92
Opera 56,22,20,0,0,0,90
Vivaldi 2.1,22,20,0,0,0,90
Phoenix 10.9,22,20,0,0,0,62
Chromium 72.0,22,20,0,0,0,26
Mypal 29.1,22,19,0,0,0,243
Mypal 68.13,22,19,0,0,0,184
Amazon Silk 94.4,22,19,0,0,0,129
Phoenix 10.1,22,19,0,0,0,44
Firefox 112.7,22,18,0,0,0,327
Firefox 112.3,22,18,0,0,0,226
UC Browser 6.1,22,18,0,0,0,114
Opera Mobile 42.0,22,17,0,0,0,101
Ecosia 69.0,22,17,0,0,0,65
Ecosia 4.0,22,14,0,0,0,75
Chrome 99.100,22,13,0,0,0,196
Opera 9.21,21,21,0,0,0,530
Chromium 68.0,21,21,0,0,0,52
Edge 18.25267,21,21,0,0,0,35
Chrome 106,21,21,0,0,0,31
Opera 15,21,21,0,0,0,27
VivoBrowser 12.9,21,19,0,0,0,203
Firefox 112.8,21,19,0,0,0,140
Quark 3.0,21,19,0,0,0,34
Chrome Mobile 103,21,18,0,0,0,86
Opera 58.6,21,16,0,0,0,129
Phoenix 9.7,21,16,0,0,0,40
MQQ Browser 11.6,21,15,0,0,0,235
Waterfox 56.5,21,14,0,0,0,139
Chrome 112.43,21,13,0,0,0,201
Vivaldi 2.9,21,12,0,0,0,158
Chrome 112.7,21,12,0,0,0,88
Mozilla Firefox 1.5.0.1,20,20,0,0,0,2545
Safari 1.0.3,20,20,0,0,0,1471
BlackBerry Browser 7.0,20,20,0,0,0,46
Mobile Opera 7.54,20,20,0,0,0,30
Opera Mini 4.5,20,20,0,0,0,30
Firefox 17.2,20,20,0,0,0,24
Firefox 56.6,20,20,0,0,0,23
Microsoft Internet Explorer 6.0 beta,20,20,0,0,0,21
Iceweasel 2.0,20,20,0,0,0,20
Yandex.Browser 22.56,20,20,0,0,0,20
VivoBrowser 5.6,20,19,0,0,0,41
Edge 18.22610,20,19,0,0,0,24
Firefox 5,20,18,0,0,0,207
Whale 2.6,20,18,0,0,0,163
Opera Mobile 47.3,20,18,0,0,0,135
Opera 72.2,20,17,0,0,0,92
Opera 46,20,17,0,0,0,91
MQQ Browser 10.9,20,16,0,0,0,160
Oculus Browser 26.0,20,15,0,0,0,71
HeyTap Browser 25.7,20,15,0,0,0,35
Firefox 112.9,20,14,0,0,0,295
Seznam Browser 10.3,20,14,0,0,0,48
Chrome 96.1,20,11,0,0,0,134
Internet Explorer 5.16,20,9,0,0,0,28940
UC Browser 14.2,20,5,0,0,0,125
Safari 3.2.1,19,19,0,0,0,3196
Mobile Opera 8.54,19,19,0,0,0,2521
Safari 4.0.5,19,19,0,0,0,1757
Safari 1.2,19,19,0,0,0,369
Chrome 18.0,19,19,0,0,0,29
Edge 76.0,19,19,0,0,0,26
Yandex.Browser 19.1,19,19,0,0,0,26
Konqueror 3.3,19,19,0,0,0,26
Firefox 15.0,19,19,0,0,0,24
Aloha Browser 2.18,19,19,0,0,0,22
Safari 3.0.3,19,19,0,0,0,20
Opera 41.0,19,18,0,0,0,245
Edge 40.15254,19,18,0,0,0,28
Edge 18.23451,19,18,0,0,0,25
Safari 14.300000,19,18,0,0,0,23
VivoBrowser 5.5,19,17,0,0,0,220
Chrome Mobile 113.0,19,17,0,0,0,189
Opera 51,19,15,0,0,0,212
Chromium 78.0,19,15,0,0,0,97
VivoBrowser 8.8,19,15,0,0,0,68
Opera 64.2,19,14,0,0,0,106
Opera GX 1.3,19,14,0,0,0,60
Mint Browser 3.5,19,14,0,0,0,35
Chrome 107.1,19,13,0,0,0,179
VivoBrowser 12.1,19,13,0,0,0,122
Amazon Silk 92.1,19,13,0,0,0,103
Pale Moon 29.1,19,13,0,0,0,78
Opera 50.8,19,13,0,0,0,65
Mypal 28.13,19,12,0,0,0,157
Seznam Browser 10.2,19,9,0,0,0,116
Safari 9.1.3,18,18,0,0,0,2011
Opera 9.00,18,18,0,0,0,1896
Amazon Silk 84.3,18,18,0,0,0,68
UC Browser 5.4,18,18,0,0,0,59
QupZilla,18,18,0,0,0,45
Pale Moon 25.7,18,18,0,0,0,36
Safari 5.1,18,18,0,0,0,32
Mobile Opera 6.04,18,18,0,0,0,28
OPPO Browser 1.0,18,18,0,0,0,26
Avast Secure Browser 4.8,18,18,0,0,0,24
Internet Explorer 4.0,18,18,0,0,0,23
Yandex.Browser 22.97,18,18,0,0,0,21
Firefox Focus 1.2,18,18,0,0,0,21
Opera 9.10,18,18,0,0,0,20
Netscape Navigator 7.0,18,18,0,0,0,19
Yandex.Browser 10.61,18,18,0,0,0,18
Netscape Navigator 6.2,18,18,0,0,0,18
Opera 9.51,18,17,0,0,0,1984
Puffin 9.2,18,17,0,0,0,37
Mint Browser 1.2,18,17,0,0,0,18
2345 Browser,18,16,0,0,0,301
Nokia S60 Browser 7.3,18,16,0,0,0,76
Maxthon 4.9,18,16,0,0,0,59
VivoBrowser 12.5,18,14,0,0,0,136
Phoenix 10.4,18,14,0,0,0,55
Opera Mobile 55.1,18,14,0,0,0,46
Opera 63.3,18,13,0,0,0,133
MIUI Browser 14.1,18,13,0,0,0,34
MQQ Browser 9.0,18,12,0,0,0,141
Edge 45.03,18,10,0,0,0,59
Amazon Silk 98.6,18,9,0,0,0,269
Whale 2.1,18,8,0,0,0,62
Edge 45.08,18,8,0,0,0,53
MIUI Browser 14.5,18,7,0,0,0,120
QQ Browser 5.0,18,3,0,0,0,592
Safari 9.0.1,17,17,0,0,0,1987
Mobile Opera 7.11,17,17,0,0,0,1096
Safari 6.0.2,17,17,0,0,0,488
Phoenix 10.8,17,17,0,0,0,48
Edge 18.25295,17,17,0,0,0,26
Chromium 69.0,17,17,0,0,0,25
Opera Mini 43.3,17,17,0,0,0,22
Opera 9.52,17,17,0,0,0,22
Opera 9.01,17,17,0,0,0,19
Chromium 85.0,17,17,0,0,0,17
Yandex.Browser 21.82,17,17,0,0,0,17
Vivaldi 2.3,17,15,0,0,0,104
Puffin 9.6,17,15,0,0,0,23
Whale 3.13,17,14,0,0,0,79
Edge 105,17,14,0,0,0,51
Amazon Silk 94.5,17,13,0,0,0,23
Chromium GOST 109.0,17,10,0,0,0,275
Firefox 102.9,17,9,0,0,0,93
Chromium GOST 96.0,17,7,0,0,0,109
Safari 1.3,16,16,0,0,0,1836
Safari 11.0.2,16,16,0,0,0,1501
Google Chrome 0.2,16,16,0,0,0,21
Mozilla (Gecko) 1.2.1,16,16,0,0,0,21
Google Chrome 9.1,16,16,0,0,0,21
Opera Mini 7.1,16,16,0,0,0,20
